otu_id	reference_ID	phylum	class	order	family	genus	species	score	cutoff	abundance	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
OTU_119	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ampelomyces	Ampelomyces_pseudo_species_0119	0.98305	0.967	47	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	Erysiphaceae	filamentous_mycelium	""	""	""	""	""	
OTU_2928	GU269853	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerellaceae_pseudo_genus_0795	Mycosphaerellaceae_pseudo_species_2928	0.96491	0.936	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_103	OTU_87	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanitaceae_pseudo_genus_0063	Amanitaceae_pseudo_species_0103	0.92982	0.922	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_197	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0197	0.89091	0.724	47	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3456	MH393387	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pseudallescheria	Pseudallescheria_ellipsoidea	1	0.992	47	soil_saprotroph	animal_parasite	""	""	soil,animal_material	""	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	cleistothecium_(closed,_spherical)	closed	""	""	""	
OTU_652	MG572376	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_brachiariae	1	0.983	47	plant_pathogen	litter_saprotroph	no_endophytic_capacity	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3629	OTU_3627	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium_pseudo_species_3629	0.86	0.847	46	algal_parasite	litter_saprotroph	""	algal_parasite	leaf/fruit/seed,algal_material,fungal_material,protist_material	keratinolytic	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_3923	MH379707	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina	Sphaerulina_pseudo_species_3923	0.97619	0.971	46	litter_saprotroph	plant_pathogen	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_72	MT013496	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces_lecanii	1	0.978	46	animal_parasite	animal_decomposer	""	""	animal_material	""	partly_aquatic	invertebrate_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_3426	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_pseudo_family_0429	Pleosporales_pseudo_genus_0990	Pleosporales_pseudo_species_3426	0.86792	0.867	46	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1955	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1955	0.96296	0.742	46	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1429	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0437	Diaporthaceae_pseudo_species_1429	0.95522	0.904	46	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2194	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_2194	0.96629	0.742	46	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2495	MH304483	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Helicogloea	Helicogloea_pseudo_species_2495	0.96154	0.948	46	wood_saprotroph	""	""	""	wood	""	""	""	""	filamentous_mycelium	corticioid	gel	""	""	""	
OTU_4161	MN638877	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Terriera	Terriera_pseudo_species_4161	0.97902	0.97	46	litter_saprotroph	plant_pathogen	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	""	""	""	
OTU_1101	MH473839	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium_pseudo_species_1101	0.96825	0.967	46	litter_saprotroph	foliar_endophyte	foliar_endophyte	""	wood,leaf/fruit/seed,soil,dung	soft_rot	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3013	LR961654	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia_pseudo_species_3013	0.98413	0.965	46	litter_saprotroph	dung_saprotroph	""	""	wood,leaf/fruit/seed,soil,dung	""	""	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_464	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0464	0.96296	0.7	46	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1872	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1872	0.95588	0.742	46	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1873	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1873	0.94444	0.742	46	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1650	UDB05309295	Mucoromycota	Endogonomycetes	Endogonomycetes_pseudo_order_0068	Endogonomycetes_pseudo_family_0221	Endogonomycetes_pseudo_genus_0529	Endogonomycetes_pseudo_species_1650	0.98462	0.642	46	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3947	OTU_3935	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_pseudo_species_3947	0.9	0.847	46	pollen_saprotroph	""	""	""	pollen	""	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_2378	UDB03143725	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_2378	0.9801	0.895	46	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_121	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ampelomyces	Ampelomyces_pseudo_species_0121	0.98182	0.967	46	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	Erysiphaceae	filamentous_mycelium	""	""	""	""	""	
OTU_2663	OTU_2627	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_pseudo_species_2663	0.96429	0.964	46	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_1389	OQ398048	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_terricola	0.98387	0.964	46	mycoparasite	fungal_decomposer	no_endophytic_capacity	""	fungal_material	""	partly_aquatic	""	Thelebolales	dimorphic_yeast	none	none	""	""	""	
OTU_2603	OTU_2602	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriales_pseudo_family_0278	Kriegeriales_pseudo_genus_0650	Kriegeriales_pseudo_species_2603	0.98148	0.876	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3428	OTU_3136	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_pseudo_family_0431	Pleosporales_pseudo_genus_0992	Pleosporales_pseudo_species_3428	0.89412	0.867	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_225	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0225	0.88235	0.724	45	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_2891	UDB04756036	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_pseudo_species_2891	1	0.949	45	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil	chitinolytic	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	none	none	""	""	""	
OTU_4366	KU727685	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria_pseudo_species_4366	0.97403	0.948	45	wood_saprotroph	litter_saprotroph	foliar_endophyte	""	wood,leaf/fruit/seed	""	non-aquatic	""	angiosperms	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3071	MH221060	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_pseudo_species_3071	0.96429	0.7	45	wood_saprotroph	animal_parasite	""	""	wood,leaf/fruit/seed,soil,fungal_material	""	partly_aquatic	nematophagous	""	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	""	""	""	
OTU_495	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0495	0.96296	0.7	45	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_2006	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_2006	0.98182	0.742	45	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1903	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1903	0.90196	0.742	45	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1876	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1876	0.95588	0.742	45	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1910	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1910	0.95588	0.742	45	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2277	UDB02484623	Ascomycota	Orbiliomycetes	GS33	GS33_pseudo_family_0245	GS33_pseudo_genus_0575	GS33_pseudo_species_2277	0.94152	0.926	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2327	UDB03122298	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_pseudo_genus_0589	Glomeraceae_pseudo_species_2327	0.96939	0.874	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3355	HG995993	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichales_pseudo_family_0406	Phaeotrichales_pseudo_genus_0946	Phaeotrichales_pseudo_species_3355	0.94737	0.867	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_716	KT247454	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0198	Botryosphaeriaceae_pseudo_species_0716	0.96296	0.936	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_174	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0174	0.88889	0.724	45	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3682	KP020113	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Ruineniaceae	Ruinenia	Ruinenia_pseudo_species_3682	0.92424	0.921	45	epiphyte	litter_saprotroph	""	""	leaf/fruit/seed	""	non-aquatic	""	""	dimorphic_yeast	""	""	""	""	""	
OTU_4112	OTU_4116	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_pseudo_species_4112	0.97211	0.971	45	plant_pathogen	litter_saprotroph	""	wood_pathogen	wood,leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4118	DQ923526	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_pseudo_species_4118	0.97674	0.971	45	plant_pathogen	litter_saprotroph	""	wood_pathogen	wood,leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3703	KR673555	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_species_3703	0.95139	0.944	45	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	contact	/russula-lactarius	""	
OTU_3820	JX317225	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita_pseudo_species_3820	0.95652	0.949	45	root_endophyte	soil_saprotroph	root_endophyte	""	soil	""	non-aquatic	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_3134	OR241046	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	Paraconiothyrium_cyclothyrioides	1	0.994	45	wood_saprotroph	""	no_endophytic_capacity	""	wood	mold	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3771	UDB0607646	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_species_3771	0.98	0.949	44	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	short-distance_delicate	/sebacina	""	
OTU_3301	KF928443	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Phaeoannellomyces	Phaeoannellomyces_pseudo_species_3301	0.93506	0.931	44	unspecified_saprotroph	animal_parasite	""	""	animal_material	""	non-aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_3654	KU981345	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Rigidoporus	Rigidoporus_pseudo_species_3654	0.98361	0.955	44	wood_saprotroph	""	""	""	wood	white_rot	non-aquatic	""	""	filamentous_mycelium	polyporoid	poroid	""	""	""	
OTU_1877	GU225948	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1877	0.94872	0.742	44	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1878	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1878	0.98182	0.742	44	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1881	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1881	0.98182	0.742	44	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1959	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1959	0.842448	0.742	44	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1452	OTU_1432	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0456	Diaporthaceae_pseudo_species_1452	0.94737	0.904	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_123	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ampelomyces	Ampelomyces_pseudo_species_0123	0.98361	0.967	44	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	Erysiphaceae	filamentous_mycelium	""	""	""	""	""	
OTU_3319	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_pseudo_genus_0918	Phaeosphaeriaceae_pseudo_species_3319	0.94444	0.935	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3364	OTU_3365	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichales_pseudo_family_0409	Phaeotrichales_pseudo_genus_0951	Phaeotrichales_pseudo_species_3364	0.98016	0.867	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2654	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_pseudo_species_2654	0.98148	0.964	44	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_750	OTU_751	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0227	Botryosphaeriaceae_pseudo_species_0750	0.98	0.936	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_645	KY101798	Basidiomycota	Basidiomycota_pseudo_class_0017	Basidiomycota_pseudo_order_0040	Basidiomycota_pseudo_family_0096	Basidiomycota_pseudo_genus_0162	Basidiomycota_pseudo_species_0645	0.6625604	0.523	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4238	UDB003338	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_species_4238	0.97826	0.949	44	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	medium-distance_smooth	/tomentella-thelephora	""	
OTU_3786	UDB0410772	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacinaceae_pseudo_genus_1100	Sebacinaceae_pseudo_species_3786	0.93671	0.922	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_920	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0920	0.98485	0.949	44	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_3259	KC005770	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Penidiellomyces	Penidiellomyces_pseudo_species_3259	0.98529	0.971	44	epiphyte	litter_saprotroph	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4133	MH866090	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeriaceae_pseudo_genus_1262	Teratosphaeriaceae_pseudo_species_4133	0.96154	0.936	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2794	MH858290	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Malbranchea	Malbranchea_thaxteri	0.99174	0.986	44	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3369	KP012762	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus_multicolor	0.9916	0.988	44	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	phalloid	gel	""	""	""	
OTU_1027	KF668328	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia_holothurioides	1	0.988	43	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_4014	OTU_3999	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_pseudo_family_0548	Sporidiobolales_pseudo_genus_1223	Sporidiobolales_pseudo_species_4014	0.90385	0.876	43	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_825	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0121	Botryosphaeriales_pseudo_genus_0272	Botryosphaeriales_pseudo_species_0825	0.89231	0.867	43	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_206	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0206	0.90566	0.724	43	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3433	MT153150	Ascomycota	Sordariomycetes	Calosphaeriales	Pleurostomataceae	Pleurostoma	Pleurostoma_hongkongense	1	0.984	43	wood_saprotroph	""	""	""	wood	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2948	UDB01868286	Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Myxarium	Myxarium_pseudo_species_2948	0.97447	0.942	43	wood_saprotroph	""	""	""	wood	""	non-aquatic	""	""	filamentous_mycelium	tremelloid	smooth	""	""	""	
OTU_2544	GQ852839	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Hyalozasmidium	Hyalozasmidium_pseudo_species_2544	0.97902	0.971	43	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2545	GQ852839	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Hyalozasmidium	Hyalozasmidium_pseudo_species_2545	0.98551	0.971	43	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4077	UDB0767233	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_pseudo_species_4077	1	0.7	43	unspecified_saprotroph	""	""	""	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
